Date,Season,Home Team,Away Team,FTHG,FTAG,Winner,Points_H,Points_A,xG_H,xG_A,Poss_H,Poss_A
2002-12-08,2002,Tottenham,West Brom,3,1,Tottenham,3,0,2.12,1.45,54.5,45.5
2002-12-09,2002,Sunderland,Man City,0,3,Unknown,0,0,2.4,0.76,52.7,47.3
2002-12-14,2002,Aston Villa,West Brom,2,1,Aston Villa,3,0,1.27,2.3,55.6,44.4
2002-12-14,2002,Charlton,Man City,2,2,Unknown,0,0,0.92,1.76,50.9,49.1
2002-12-14,2002,Everton,Blackburn,2,1,Everton,3,0,3.0,2.27,57.6,42.4
2002-12-14,2002,Man United,West Ham,3,0,Man United,3,0,3.45,1.12,55.2,44.8
2002-12-14,2002,Middlesboro,Chelsea,1,1,Unknown,0,0,2.08,1.31,55.5,44.5
2002-12-14,2002,Southampton,Newcastle,1,1,Unknown,0,0,1.02,1.34,53.0,47.0
2002-12-15,2002,Fulham,Birmingham,0,1,Unknown,0,0,1.32,0.56,58.3,41.7
2002-12-15,2002,Sunderland,Liverpool,2,1,Sunderland,3,0,0.56,1.35,48.8,51.2
2002-12-15,2002,Tottenham,Arsenal,1,1,Unknown,0,0,3.24,2.51,50.7,49.3
2002-12-16,2002,Bolton,Leeds,0,3,Unknown,0,0,0.85,2.74,56.7,43.3
2002-12-21,2002,Arsenal,Middlesboro,2,0,Arsenal,3,0,2.23,1.8,52.4,47.6
2002-12-21,2002,Birmingham,Charlton,1,1,Unknown,0,0,1.32,1.64,58.3,41.7
2002-12-21,2002,Chelsea,Aston Villa,2,0,Chelsea,3,0,2.16,0.58,50.2,49.8
2002-12-21,2002,Leeds,Southampton,1,1,Unknown,0,0,2.45,2.7,50.5,49.5
2002-12-21,2002,Newcastle,Fulham,2,0,Newcastle,3,0,2.99,0.53,58.3,41.7
2002-12-21,2002,West Brom,Sunderland,2,2,Unknown,0,0,1.12,2.86,52.0,48.0
2002-12-21,2002,West Ham,Bolton,1,1,Unknown,0,0,0.53,1.72,52.7,47.3
2002-12-22,2002,Blackburn,Man United,1,0,Blackburn,3,0,0.91,1.35,50.0,50.0
2002-12-22,2002,Liverpool,Everton,0,0,Unknown,0,0,3.2,2.81,49.2,50.8
2002-12-23,2002,Man City,Tottenham,2,3,Unknown,0,0,3.12,0.56,54.8,45.2
2002-12-26,2002,Birmingham,Everton,1,1,Unknown,0,0,2.29,1.95,46.8,53.2
2002-12-26,2002,Bolton,Newcastle,4,3,Bolton,3,0,2.3,1.87,58.2,41.8
2002-12-26,2002,Chelsea,Southampton,0,0,Unknown,0,0,2.5,1.05,56.7,43.3
2002-12-26,2002,Liverpool,Blackburn,1,1,Unknown,0,0,1.03,1.57,47.9,52.1
2002-12-26,2002,Man City,Aston Villa,3,1,Man City,3,0,3.24,2.13,55.4,44.6
2002-12-26,2002,Middlesboro,Man United,3,1,Middlesboro,3,0,1.76,2.32,54.0,46.0
2002-12-26,2002,Sunderland,Leeds,1,2,Unknown,0,0,1.65,0.5,47.8,52.2
2002-12-26,2002,Tottenham,Charlton,2,2,Unknown,0,0,2.06,2.84,49.1,50.9
2002-12-26,2002,West Brom,Arsenal,1,2,Unknown,0,0,0.64,0.91,51.1,48.9
2002-12-26,2002,West Ham,Fulham,1,1,Unknown,0,0,1.0,1.08,55.5,44.5
2002-12-28,2002,Aston Villa,Middlesboro,1,0,Aston Villa,3,0,2.71,1.16,54.6,45.4
2002-12-28,2002,Blackburn,West Ham,2,2,Unknown,0,0,0.75,0.59,53.0,47.0
2002-12-28,2002,Charlton,West Brom,1,0,Charlton,3,0,2.31,0.81,56.5,43.5
2002-12-28,2002,Everton,Bolton,0,0,Unknown,0,0,1.24,2.97,56.4,43.6
2002-12-28,2002,Fulham,Man City,0,1,Unknown,0,0,1.67,1.29,54.3,45.7
2002-12-28,2002,Leeds,Chelsea,2,0,Leeds,3,0,1.37,0.79,56.8,43.2
2002-12-28,2002,Man United,Birmingham,2,0,Man United,3,0,1.57,0.77,50.0,50.0
2002-12-28,2002,Southampton,Sunderland,2,1,Southampton,3,0,2.66,2.3,58.2,41.8
2002-12-29,2002,Arsenal,Liverpool,1,1,Unknown,0,0,1.39,2.64,54.2,45.8
2002-12-29,2002,Newcastle,Tottenham,2,1,Newcastle,3,0,2.2,1.14,57.3,42.7
2003-01-01,2003,Arsenal,Chelsea,3,2,Arsenal,3,0,1.93,0.55,53.2,46.8
2003-01-01,2003,Aston Villa,Bolton,2,0,Aston Villa,3,0,2.49,1.06,48.3,51.7
2003-01-01,2003,Blackburn,Middlesboro,1,0,Blackburn,3,0,3.31,0.64,53.1,46.9
2003-01-01,2003,Everton,Man City,2,2,Unknown,0,0,2.7,0.76,50.6,49.4
2003-01-01,2003,Leeds,Birmingham,2,0,Leeds,3,0,1.14,1.58,55.5,44.5
2003-01-01,2003,Man United,Sunderland,2,1,Man United,3,0,0.59,1.07,52.1,47.9
2003-01-01,2003,Newcastle,Liverpool,1,0,Newcastle,3,0,1.29,1.79,57.5,42.5
2003-01-01,2003,Southampton,Tottenham,1,0,Southampton,3,0,2.29,1.13,55.2,44.8
2003-01-11,2003,Bolton,Fulham,0,0,Unknown,0,0,0.65,2.85,55.3,44.7
2003-01-11,2003,Chelsea,Charlton,4,1,Chelsea,3,0,1.99,2.76,48.3,51.7
2003-01-11,2003,Liverpool,Aston Villa,1,1,Unknown,0,0,2.29,1.92,59.8,40.2
2003-01-11,2003,Man City,Leeds,2,1,Man City,3,0,1.5,1.39,57.6,42.4
2003-01-11,2003,Middlesboro,Southampton,2,2,Unknown,0,0,2.81,1.45,56.8,43.2
2003-01-11,2003,Sunderland,Blackburn,0,0,Unknown,0,0,0.82,1.53,50.0,50.0
2003-01-11,2003,West Brom,Man United,1,3,Unknown,0,0,0.73,2.32,53.0,47.0
2003-01-11,2003,West Ham,Newcastle,2,2,Unknown,0,0,2.68,1.63,47.1,52.9
2003-01-12,2003,Birmingham,Arsenal,0,4,Unknown,0,0,1.99,2.64,53.1,46.9
2003-01-12,2003,Tottenham,Everton,4,3,Tottenham,3,0,2.57,2.86,47.2,52.8
2003-01-18,2003,Aston Villa,Tottenham,0,1,Unknown,0,0,1.8,1.34,53.3,46.7
2003-01-18,2003,Blackburn,Birmingham,1,1,Unknown,0,0,1.24,1.9,54.7,45.3
2003-01-18,2003,Charlton,Bolton,1,1,Unknown,0,0,2.96,0.74,50.9,49.1
2003-01-18,2003,Everton,Sunderland,2,1,Everton,3,0,2.9,1.0,52.5,47.5
2003-01-18,2003,Leeds,West Brom,0,0,Unknown,0,0,2.58,1.53,58.1,41.9
2003-01-18,2003,Man United,Chelsea,2,1,Man United,3,0,1.32,1.02,46.6,53.4
2003-01-18,2003,Newcastle,Man City,2,0,Newcastle,3,0,2.27,2.69,56.9,43.1
2003-01-18,2003,Southampton,Liverpool,0,1,Unknown,0,0,1.58,0.9,47.6,52.4
2003-01-19,2003,Arsenal,West Ham,3,1,Arsenal,3,0,0.77,1.64,45.6,54.4
2003-01-19,2003,Fulham,Middlesboro,1,0,Fulham,3,0,3.25,2.01,47.8,52.2
2003-01-22,2003,Charlton,West Ham,4,2,Charlton,3,0,0.91,2.23,56.5,43.5
2003-01-22,2003,Newcastle,Bolton,1,0,Newcastle,3,0,3.35,1.46,51.1,48.9
2003-01-28,2003,Bolton,Everton,1,2,Unknown,0,0,1.84,2.67,58.1,41.9
2003-01-28,2003,Chelsea,Leeds,3,2,Chelsea,3,0,1.06,1.92,52.9,47.1
2003-01-28,2003,Middlesboro,Aston Villa,2,5,Unknown,0,0,2.13,1.6,45.3,54.7
2003-01-28,2003,Sunderland,Southampton,0,1,Unknown,0,0,3.12,0.67,55.8,44.2
2003-01-29,2003,Liverpool,Arsenal,2,2,Unknown,0,0,2.7,1.66,46.7,53.3
2003-01-29,2003,Man City,Fulham,4,1,Man City,3,0,2.92,2.55,56.8,43.2
2003-01-29,2003,Tottenham,Newcastle,0,1,Unknown,0,0,2.48,2.04,47.5,52.5
2003-01-29,2003,West Brom,Charlton,0,1,Unknown,0,0,2.58,2.58,50.2,49.8
2003-01-29,2003,West Ham,Blackburn,2,1,West Ham,3,0,3.05,1.74,56.4,43.6
2003-02-01,2003,Arsenal,Fulham,2,1,Arsenal,3,0,1.25,0.8,59.3,40.7
2003-02-01,2003,Bolton,Birmingham,4,2,Bolton,3,0,1.97,0.53,50.6,49.4
2003-02-01,2003,Chelsea,Tottenham,1,1,Unknown,0,0,1.16,1.26,57.4,42.6
2003-02-01,2003,Everton,Leeds,2,0,Everton,3,0,3.46,2.24,47.9,52.1
2003-02-01,2003,Man City,West Brom,1,2,Unknown,0,0,3.33,2.48,57.1,42.9
2003-02-01,2003,Southampton,Man United,0,2,Unknown,0,0,0.62,1.24,54.9,45.1
2003-02-01,2003,Sunderland,Charlton,1,3,Unknown,0,0,2.62,1.74,47.9,52.1
2003-02-02,2003,Aston Villa,Blackburn,3,0,Aston Villa,3,0,3.28,1.55,49.5,50.5
2003-02-02,2003,West Ham,Liverpool,0,3,Unknown,0,0,1.04,1.53,47.0,53.0
2003-02-04,2003,Birmingham,Man United,0,1,Unknown,0,0,2.2,1.08,50.7,49.3
2003-02-08,2003,Birmingham,Chelsea,1,3,Unknown,0,0,3.25,0.84,48.1,51.9
2003-02-08,2003,Blackburn,Southampton,1,0,Blackburn,3,0,0.6,0.99,54.7,45.3
2003-02-08,2003,Charlton,Everton,2,1,Charlton,3,0,2.59,0.64,59.9,40.1
2003-02-08,2003,Fulham,Aston Villa,2,1,Fulham,3,0,1.39,1.0,45.2,54.8
2003-02-08,2003,Leeds,West Ham,1,0,Leeds,3,0,3.27,0.52,53.1,46.9
2003-02-08,2003,Liverpool,Middlesboro,1,1,Unknown,0,0,3.41,2.07,53.6,46.4
2003-02-08,2003,Tottenham,Sunderland,4,1,Tottenham,3,0,3.33,1.29,58.7,41.3
2003-02-08,2003,West Brom,Bolton,1,1,Unknown,0,0,1.92,2.93,52.6,47.4
2003-02-09,2003,Man United,Man City,1,1,Unknown,0,0,3.09,0.98,53.2,46.8
2003-02-09,2003,Newcastle,Arsenal,1,1,Unknown,0,0,3.03,1.36,52.1,47.9
2003-02-19,2003,Fulham,West Brom,3,0,Fulham,3,0,1.46,1.39,49.0,51.0
2003-02-22,2003,Bolton,Man United,1,1,Unknown,0,0,2.99,0.52,45.8,54.2
2003-02-22,2003,Charlton,Aston Villa,3,0,Charlton,3,0,0.61,2.6,51.1,48.9
2003-02-22,2003,Chelsea,Blackburn,1,2,Unknown,0,0,2.29,0.58,45.8,54.2
2003-02-22,2003,Everton,Southampton,2,1,Everton,3,0,1.19,2.85,53.3,46.7
2003-02-22,2003,Leeds,Newcastle,0,3,Unknown,0,0,0.86,2.73,49.6,50.4
2003-02-22,2003,Man City,Arsenal,1,5,Unknown,0,0,0.73,1.84,53.0,47.0
2003-02-22,2003,Sunderland,Middlesboro,1,3,Unknown,0,0,2.59,1.86,47.0,53.0
2003-02-23,2003,Birmingham,Liverpool,2,1,Birmingham,3,0,1.52,2.13,59.0,41.0
2003-02-23,2003,West Brom,West Ham,1,2,Unknown,0,0,2.67,1.47,58.4,41.6
2003-02-24,2003,Tottenham,Fulham,1,1,Unknown,0,0,0.7,2.12,47.8,52.2
2003-03-01,2003,Blackburn,Man City,1,0,Blackburn,3,0,1.45,0.61,50.2,49.8
2003-03-01,2003,Fulham,Sunderland,1,0,Fulham,3,0,2.12,0.64,54.2,45.8
2003-03-01,2003,Middlesboro,Everton,1,1,Unknown,0,0,2.87,1.64,46.4,53.6
2003-03-01,2003,Newcastle,Chelsea,2,1,Newcastle,3,0,1.46,1.87,50.3,49.7
2003-03-01,2003,Southampton,West Brom,1,0,Southampton,3,0,2.38,2.72,48.8,51.2
2003-03-01,2003,West Ham,Tottenham,2,0,West Ham,3,0,3.16,0.76,58.7,41.3
2003-03-02,2003,Arsenal,Charlton,2,0,Arsenal,3,0,2.35,2.56,57.8,42.2
2003-03-03,2003,Aston Villa,Birmingham,0,2,Unknown,0,0,1.2,1.03,53.7,46.3
2003-03-05,2003,Man United,Leeds,2,1,Man United,3,0,0.57,1.49,52.8,47.2
2003-03-05,2003,Middlesboro,Newcastle,1,0,Middlesboro,3,0,3.11,1.29,59.0,41.0
2003-03-08,2003,Liverpool,Bolton,2,0,Liverpool,3,0,0.56,1.5,59.0,41.0
2003-03-15,2003,Aston Villa,Man United,0,1,Unknown,0,0,3.12,0.88,59.5,40.5
2003-03-15,2003,Blackburn,Arsenal,2,0,Blackburn,3,0,2.09,1.76,46.9,53.1
2003-03-15,2003,Charlton,Newcastle,0,2,Unknown,0,0,3.32,2.5,47.4,52.6
2003-03-15,2003,Everton,West Ham,0,0,Unknown,0,0,2.9,1.6,55.2,44.8
2003-03-15,2003,Fulham,Southampton,2,2,Unknown,0,0,3.49,1.73,53.1,46.9
2003-03-15,2003,Leeds,Middlesboro,2,3,Unknown,0,0,1.55,2.62,45.3,54.7
2003-03-15,2003,Sunderland,Bolton,0,2,Unknown,0,0,2.8,2.27,45.9,54.1
2003-03-16,2003,Man City,Birmingham,1,0,Man City,3,0,1.71,1.73,58.3,41.7
2003-03-16,2003,Tottenham,Liverpool,2,3,Unknown,0,0,1.94,1.14,58.0,42.0
2003-03-16,2003,West Brom,Chelsea,0,2,Unknown,0,0,2.38,2.71,50.4,49.6
2003-03-22,2003,Birmingham,West Brom,1,0,Birmingham,3,0,3.12,1.94,58.4,41.6
2003-03-22,2003,Chelsea,Man City,5,0,Chelsea,3,0,3.45,1.05,53.9,46.1
2003-03-22,2003,Man United,Fulham,3,0,Man United,3,0,2.8,1.17,57.1,42.9
2003-03-22,2003,Middlesboro,Charlton,1,1,Unknown,0,0,1.75,2.51,51.4,48.6
2003-03-22,2003,Newcastle,Blackburn,5,1,Newcastle,3,0,1.76,0.61,46.7,53.3
2003-03-22,2003,Southampton,Aston Villa,2,2,Unknown,0,0,2.71,2.98,51.5,48.5
2003-03-22,2003,West Ham,Sunderland,2,0,West Ham,3,0,1.22,0.83,51.9,48.1
2003-03-23,2003,Arsenal,Everton,2,1,Arsenal,3,0,0.83,2.49,53.3,46.7
2003-03-23,2003,Liverpool,Leeds,3,1,Liverpool,3,0,1.56,1.49,46.6,53.4
2003-03-24,2003,Bolton,Tottenham,1,0,Bolton,3,0,1.36,1.73,59.9,40.1
2003-04-05,2003,Aston Villa,Arsenal,1,1,Unknown,0,0,1.39,2.7,48.7,51.3
2003-04-05,2003,Bolton,Man City,2,0,Bolton,3,0,1.2,1.53,48.0,52.0
2003-04-05,2003,Charlton,Leeds,1,6,Unknown,0,0,0.63,1.84,52.9,47.1
2003-04-05,2003,Man United,Liverpool,4,0,Man United,3,0,0.55,0.62,53.1,46.9
2003-04-05,2003,Middlesboro,West Brom,3,0,Middlesboro,3,0,3.46,0.51,51.6,48.4
2003-04-05,2003,Southampton,West Ham,1,1,Unknown,0,0,1.78,1.11,56.6,43.4
2003-04-05,2003,Sunderland,Chelsea,1,2,Unknown,0,0,1.65,2.2,52.7,47.3
2003-04-05,2003,Tottenham,Birmingham,2,1,Tottenham,3,0,2.54,0.8,54.1,45.9
2003-04-06,2003,Everton,Newcastle,2,1,Everton,3,0,1.15,0.78,55.9,44.1
2003-04-07,2003,Fulham,Blackburn,0,4,Unknown,0,0,3.35,1.53,45.4,54.6
2003-04-12,2003,Birmingham,Sunderland,2,0,Birmingham,3,0,2.86,2.12,53.6,46.4
2003-04-12,2003,Blackburn,Charlton,1,0,Blackburn,3,0,0.77,2.28,58.3,41.7
2003-04-12,2003,Chelsea,Bolton,1,0,Chelsea,3,0,1.75,0.95,45.3,54.7
2003-04-12,2003,Leeds,Tottenham,2,2,Unknown,0,0,3.14,0.7,51.1,48.9
2003-04-12,2003,Liverpool,Fulham,2,0,Liverpool,3,0,3.33,2.85,58.9,41.1
2003-04-12,2003,Man City,Middlesboro,0,0,Unknown,0,0,1.9,1.15,50.3,49.7
2003-04-12,2003,Newcastle,Man United,2,6,Unknown,0,0,2.34,2.63,51.9,48.1
2003-04-12,2003,West Brom,Everton,1,2,Unknown,0,0,1.0,2.66,59.7,40.3
2003-04-12,2003,West Ham,Aston Villa,2,2,Unknown,0,0,3.47,2.43,48.0,52.0
2003-04-16,2003,Arsenal,Man United,2,2,Unknown,0,0,1.2,0.92,46.0,54.0
2003-04-18,2003,Tottenham,Man City,0,2,Unknown,0,0,3.33,2.55,57.9,42.1
2003-04-19,2003,Aston Villa,Chelsea,2,1,Aston Villa,3,0,2.45,2.42,58.0,42.0
2003-04-19,2003,Bolton,West Ham,1,0,Bolton,3,0,2.32,1.99,52.1,47.9
2003-04-19,2003,Charlton,Birmingham,0,2,Unknown,0,0,2.04,1.34,52.7,47.3
2003-04-19,2003,Everton,Liverpool,1,2,Unknown,0,0,1.19,1.16,57.5,42.5
2003-04-19,2003,Fulham,Newcastle,2,1,Fulham,3,0,1.03,0.8,56.1,43.9
2003-04-19,2003,Man United,Blackburn,3,1,Man United,3,0,1.16,1.77,49.0,51.0
2003-04-19,2003,Middlesboro,Arsenal,0,2,Unknown,0,0,1.06,1.96,45.3,54.7
2003-04-19,2003,Southampton,Leeds,3,2,Southampton,3,0,2.84,1.4,52.2,47.8
2003-04-19,2003,Sunderland,West Brom,1,2,Unknown,0,0,1.55,1.69,57.9,42.1
2003-04-21,2003,Birmingham,Southampton,3,2,Birmingham,3,0,0.67,1.41,58.4,41.6
2003-04-21,2003,Blackburn,Bolton,0,0,Unknown,0,0,3.41,2.1,59.3,40.7
2003-04-21,2003,Chelsea,Everton,4,1,Chelsea,3,0,3.15,2.75,58.2,41.8
2003-04-21,2003,Liverpool,Charlton,2,1,Liverpool,3,0,3.28,0.91,53.7,46.3
2003-04-21,2003,Man City,Sunderland,3,0,Man City,3,0,3.48,1.45,51.7,48.3
2003-04-21,2003,Newcastle,Aston Villa,1,1,Unknown,0,0,1.02,0.85,56.6,43.4
2003-04-21,2003,West Brom,Tottenham,2,3,Unknown,0,0,1.69,2.06,56.1,43.9
2003-04-21,2003,West Ham,Middlesboro,1,0,West Ham,3,0,2.77,2.32,53.1,46.9
2003-04-22,2003,Leeds,Fulham,2,0,Leeds,3,0,2.59,2.83,46.3,53.7
2003-04-26,2003,Birmingham,Middlesboro,3,0,Birmingham,3,0,0.96,1.2,58.9,41.1
2003-04-26,2003,Bolton,Arsenal,2,2,Unknown,0,0,2.95,2.88,51.8,48.2
2003-04-26,2003,Charlton,Southampton,2,1,Charlton,3,0,1.17,0.66,50.5,49.5
2003-04-26,2003,Chelsea,Fulham,1,1,Unknown,0,0,1.17,2.01,54.4,45.6
2003-04-26,2003,Everton,Aston Villa,2,1,Everton,3,0,2.11,0.64,55.1,44.9
2003-04-26,2003,Leeds,Blackburn,2,3,Unknown,0,0,2.28,2.73,48.2,51.8
2003-04-26,2003,Sunderland,Newcastle,0,1,Unknown,0,0,2.24,1.82,57.6,42.4
2003-04-26,2003,West Brom,Liverpool,0,6,Unknown,0,0,0.77,2.17,49.3,50.7
2003-04-27,2003,Man City,West Ham,0,1,Unknown,0,0,3.13,2.58,47.8,52.2
2003-04-27,2003,Tottenham,Man United,0,2,Unknown,0,0,1.3,0.88,51.1,48.9
2003-05-03,2003,Aston Villa,Sunderland,1,0,Aston Villa,3,0,0.89,0.6,56.0,44.0
2003-05-03,2003,Blackburn,West Brom,1,1,Unknown,0,0,3.17,2.7,59.5,40.5
2003-05-03,2003,Fulham,Everton,2,0,Fulham,3,0,3.37,1.29,57.1,42.9
2003-05-03,2003,Liverpool,Man City,1,2,Unknown,0,0,3.09,0.82,59.1,40.9
2003-05-03,2003,Man United,Charlton,4,1,Man United,3,0,2.93,1.67,47.1,52.9
2003-05-03,2003,Middlesboro,Tottenham,5,1,Middlesboro,3,0,2.47,2.0,46.1,53.9
2003-05-03,2003,Newcastle,Birmingham,1,0,Newcastle,3,0,2.15,0.58,53.4,46.6
2003-05-03,2003,Southampton,Bolton,0,0,Unknown,0,0,0.76,1.19,49.4,50.6
2003-05-03,2003,West Ham,Chelsea,1,0,West Ham,3,0,1.73,0.58,57.4,42.6
2003-05-04,2003,Arsenal,Leeds,2,3,Unknown,0,0,1.62,1.55,55.1,44.9
2003-05-07,2003,Arsenal,Southampton,6,1,Arsenal,3,0,1.28,2.74,59.6,40.4
2003-05-11,2003,Birmingham,West Ham,2,2,Unknown,0,0,2.67,2.96,48.8,51.2
2003-05-11,2003,Bolton,Middlesboro,2,1,Bolton,3,0,1.99,2.09,52.3,47.7
2003-05-11,2003,Charlton,Fulham,0,1,Unknown,0,0,0.74,0.9,52.5,47.5
2003-05-11,2003,Chelsea,Liverpool,2,1,Chelsea,3,0,1.16,2.76,48.6,51.4
2003-05-11,2003,Everton,Man United,1,2,Unknown,0,0,2.55,1.79,53.9,46.1
2003-05-11,2003,Leeds,Aston Villa,3,1,Leeds,3,0,0.73,0.88,51.6,48.4
2003-05-11,2003,Man City,Southampton,0,1,Unknown,0,0,3.05,2.8,51.7,48.3
2003-05-11,2003,Sunderland,Arsenal,0,4,Unknown,0,0,1.99,2.39,50.4,49.6
2003-05-11,2003,Tottenham,Blackburn,0,4,Unknown,0,0,1.94,2.33,45.3,54.7
2003-05-11,2003,West Brom,Newcastle,2,2,Unknown,0,0,2.28,2.27,52.8,47.2
2003-08-16,2003,Arsenal,Everton,2,1,Arsenal,3,0,2.97,1.0,50.0,50.0
2003-08-16,2003,Birmingham,Tottenham,1,0,Birmingham,3,0,1.54,1.03,45.0,55.0
2003-08-16,2003,Blackburn,Wolves,5,1,Blackburn,3,0,2.53,2.22,49.6,50.4
2003-08-16,2003,Fulham,Middlesbrough,3,2,Fulham,3,0,2.2,1.05,49.2,50.8
2003-08-16,2003,Leicester,Southampton,2,2,Unknown,0,0,1.3,1.6,50.9,49.1
2003-08-16,2003,Man United,Bolton,4,0,Man United,3,0,3.14,2.46,47.0,53.0
2003-08-16,2003,Portsmouth,Aston Villa,2,1,Portsmouth,3,0,2.89,2.46,52.6,47.4
2003-08-17,2003,Charlton,Man City,0,3,Unknown,0,0,2.48,1.63,55.4,44.6
2003-08-17,2003,Leeds,Newcastle,2,2,Unknown,0,0,3.05,2.48,54.5,45.5
2003-08-17,2003,Liverpool,Chelsea,1,2,Unknown,0,0,3.1,2.6,57.1,42.9
2003-08-23,2003,Bolton,Blackburn,2,2,Unknown,0,0,2.63,2.14,51.8,48.2
2003-08-23,2003,Chelsea,Leicester,2,1,Chelsea,3,0,3.01,1.07,52.8,47.2
2003-08-23,2003,Everton,Fulham,3,1,Everton,3,0,2.59,1.19,57.2,42.8
2003-08-23,2003,Man City,Portsmouth,1,1,Unknown,0,0,2.54,1.29,51.4,48.6
2003-08-23,2003,Newcastle,Man United,1,2,Unknown,0,0,2.36,0.79,55.5,44.5
2003-08-23,2003,Southampton,Birmingham,0,0,Unknown,0,0,2.76,1.18,51.5,48.5
2003-08-23,2003,Tottenham,Leeds,2,1,Tottenham,3,0,0.98,1.02,51.3,48.7
2003-08-23,2003,Wolves,Charlton,0,4,Unknown,0,0,3.14,1.64,56.4,43.6
2003-08-24,2003,Aston Villa,Liverpool,0,0,Unknown,0,0,3.12,2.77,47.6,52.4
2003-08-24,2003,Middlesbrough,Arsenal,0,4,Unknown,0,0,0.59,0.76,50.1,49.9
2003-08-25,2003,Blackburn,Man City,2,3,Unknown,0,0,2.98,2.3,48.4,51.6
2003-08-26,2003,Charlton,Everton,2,2,Unknown,0,0,0.89,2.22,50.4,49.6
2003-08-26,2003,Leeds,Southampton,0,0,Unknown,0,0,1.51,0.74,48.5,51.5
2003-08-26,2003,Leicester,Middlesbrough,0,0,Unknown,0,0,2.73,2.81,53.7,46.3
2003-08-26,2003,Portsmouth,Bolton,4,0,Portsmouth,3,0,0.98,1.92,57.0,43.0
2003-08-27,2003,Arsenal,Aston Villa,2,0,Arsenal,3,0,2.95,1.41,56.8,43.2
2003-08-27,2003,Liverpool,Tottenham,0,0,Unknown,0,0,3.0,2.39,50.5,49.5
2003-08-27,2003,Man United,Wolves,1,0,Man United,3,0,2.02,1.14,59.8,40.2
2003-08-30,2003,Aston Villa,Leicester,3,1,Aston Villa,3,0,0.52,2.23,53.9,46.1
2003-08-30,2003,Bolton,Charlton,0,0,Unknown,0,0,1.36,0.6,51.0,49.0
2003-08-30,2003,Chelsea,Blackburn,2,2,Unknown,0,0,2.35,2.6,57.5,42.5
2003-08-30,2003,Everton,Liverpool,0,3,Unknown,0,0,3.44,1.62,55.9,44.1
2003-08-30,2003,Middlesbrough,Leeds,2,3,Unknown,0,0,2.4,2.09,56.2,43.8
2003-08-30,2003,Newcastle,Birmingham,0,1,Unknown,0,0,1.28,1.05,47.9,52.1
2003-08-30,2003,Tottenham,Fulham,0,3,Unknown,0,0,2.4,2.19,52.0,48.0
2003-08-30,2003,Wolves,Portsmouth,0,0,Unknown,0,0,2.12,2.43,57.9,42.1
2003-08-31,2003,Man City,Arsenal,1,2,Unknown,0,0,2.84,1.68,52.6,47.4
2003-08-31,2003,Southampton,Man United,1,0,Southampton,3,0,0.82,2.04,55.3,44.7
2003-09-13,2003,Arsenal,Portsmouth,1,1,Unknown,0,0,2.78,1.64,53.8,46.2
2003-09-13,2003,Blackburn,Liverpool,1,3,Unknown,0,0,2.12,2.74,57.6,42.4
2003-09-13,2003,Bolton,Middlesbrough,2,0,Bolton,3,0,3.39,1.74,49.3,50.7
2003-09-13,2003,Charlton,Man United,0,2,Unknown,0,0,1.53,2.6,53.6,46.4
2003-09-13,2003,Chelsea,Tottenham,4,2,Chelsea,3,0,2.4,2.5,46.8,53.2
2003-09-13,2003,Everton,Newcastle,2,2,Unknown,0,0,3.3,1.53,55.4,44.6
2003-09-13,2003,Southampton,Wolves,2,0,Southampton,3,0,0.81,1.08,56.0,44.0
2003-09-14,2003,Birmingham,Fulham,2,2,Unknown,0,0,3.31,1.52,45.6,54.4
2003-09-14,2003,Man City,Aston Villa,4,1,Man City,3,0,2.56,2.57,55.1,44.9
2003-09-15,2003,Leicester,Leeds,4,0,Leicester,3,0,0.7,1.07,51.2,48.8
2003-09-20,2003,Aston Villa,Charlton,2,1,Aston Villa,3,0,1.4,1.81,46.9,53.1
2003-09-20,2003,Fulham,Man City,2,2,Unknown,0,0,2.62,2.52,51.3,48.7
2003-09-20,2003,Leeds,Birmingham,0,2,Unknown,0,0,0.7,1.38,47.9,52.1
2003-09-20,2003,Liverpool,Leicester,2,1,Liverpool,3,0,2.25,2.11,51.2,48.8
2003-09-20,2003,Newcastle,Bolton,0,0,Unknown,0,0,1.54,1.11,50.8,49.2
2003-09-20,2003,Portsmouth,Blackburn,1,2,Unknown,0,0,2.36,0.77,56.1,43.9
2003-09-20,2003,Tottenham,Southampton,1,3,Unknown,0,0,0.64,2.49,56.6,43.4
2003-09-20,2003,Wolves,Chelsea,0,5,Unknown,0,0,3.11,0.75,54.1,45.9
2003-09-21,2003,Man United,Arsenal,0,0,Unknown,0,0,3.42,1.18,45.3,54.7
2003-09-21,2003,Middlesbrough,Everton,1,0,Middlesbrough,3,0,3.41,2.64,59.0,41.0
2003-09-26,2003,Arsenal,Newcastle,3,2,Arsenal,3,0,2.75,1.37,55.3,44.7
2003-09-27,2003,Birmingham,Portsmouth,2,0,Birmingham,3,0,0.89,2.93,45.5,54.5
2003-09-27,2003,Bolton,Wolves,1,1,Unknown,0,0,2.77,2.95,57.3,42.7
2003-09-27,2003,Chelsea,Aston Villa,1,0,Chelsea,3,0,0.57,1.17,48.0,52.0
2003-09-27,2003,Leicester,Man United,1,4,Unknown,0,0,0.57,0.6,53.7,46.3
2003-09-27,2003,Southampton,Middlesbrough,0,1,Unknown,0,0,1.47,2.26,52.0,48.0
